-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| countryName              | Numero1            | pourcent1                   | Numero2            | pourcent2                   | Numero3            | pourcent3                   |
| "SouthSudan"             | "Famille"          | 16.745283050185560689106900 | "PIB"              | 11.062339651724315032662600 | "Esperence de vie" | 4.552659432711179187506500  |
| "Montenegro"             | "Famille"          | 23.646677504840501349316400 | "PIB"              | 21.407848737820192412068100 | "Esperence de vie" | 12.745172331061752763448600 |
| "Latvia"                 | "Famille"          | 24.012221621851087977157200 | "PIB"              | 21.551258894949089585629800 | "Esperence de vie" | 10.91567489290929252175800  |
| "Luxembourg"             | "PIB"              | 25.38166427356433638295100  | "Famille"          | 21.23828768281597526195200  | "Esperence de vie" | 12.313703999943299933935800 |
| "Mongolia"               | "Famille"          | 30.131407854273284412418400 | "PIB"              | 20.731299322092575966652800 | "Esperence de vie" | 11.256982705294041507279100 |
| "Lithuania"              | "Famille"          | 24.966386292555499935157100 | "PIB"              | 22.273506589555032479332200 | "Esperence de vie" | 10.656556175691615842442100 |
| "Kenya"                  | "Famille"          | 23.455979174584712756739400 | "PIB"              | 12.310113451217083741321200 | "Esperence de vie" | 6.808441719617439540069800  |
| "Namibia"                | "Famille"          | 24.015540784329397701390200 | "PIB"              | 21.085141028189817463057300 | "Esperence de vie" | 7.402969395581271472559700  |
| "Madagascar"             | "Famille"          | 25.055443441539434925238900 | "Esperence de vie" | 10.297017104897111904492300 | "PIB"              | 8.392115496396101511303200  |
| "Belgium"                | "PIB"              | 21.241921412307201383589500 | "Famille"          | 21.220617357094532671782900 | "Esperence de vie" | 11.871889331150575492637600 |
| "Mauritius"              | "Famille"          | 21.488025407143478048040800 | "PIB"              | 21.129783397003427850229400 | "Esperence de vie" | 11.334294560998513737445800 |
| "Tanzania"               | "Famille"          | 31.113461046148550865104900 | "PIB"              | 15.26234337629183709118400  | "Esperence de vie" | 10.884123230441466599141700 |
| "UnitedKingdom"          | "Famille"          | 22.288651027440580696438300 | "PIB"              | 21.472056768193266795516600 | "Esperence de vie" | 11.994875066040940457082800 |
| "Guinea"                 | "Famille"          | 22.561867480330993949358200 | "PIB"              | 6.973194531614577124069100  | "Esperence de vie" | 5.535475930260772609012700  |
| "Uruguay"                | "Famille"          | 21.881435851696949696849700 | "PIB"              | 18.865195165222971799934300 | "Esperence de vie" | 11.143737589138226802182400 |
| "IvoryCoast"             | "Famille"          | 21.645456158072673402931400 | "PIB"              | 14.427008263086375050911500 | "Esperence de vie" | 1.16368831774581639093900   |
| "Belarus"                | "Famille"          | 25.946225113213422597166500 | "PIB"              | 20.767778924276188092332800 | "Esperence de vie" | 11.451145509489266400293400 |
| "Ukraine"                | "Famille"          | 34.046325728890944782125800 | "PIB"              | 21.842087571093377334549400 | "Esperence de vie" | 14.060154413275548184859300 |
| "CostaRica"              | "Famille"          | 20.008527362632508734317500 | "PIB"              | 15.676031688284412781649700 | "Esperence de vie" | 10.729047405454188040342700 |
| "SouthAfrica"            | "Famille"          | 28.676509287363901424416400 | "PIB"              | 21.840934075510170059608300 | "Esperence de vie" | 3.874095475754423692557500  |
| "Mexico"                 | "Famille"          | 18.407755352529608119255500 | "PIB"              | 17.530918300789508025163200 | "Esperence de vie" | 10.793234878325339622299400 |
| "Bhutan"                 | "Famille"          | 26.743693326820614152771700 | "PIB"              | 17.66945441780430356584800  | "Esperence de vie" | 9.895814747770653220609200  |
| "Netherlands"            | "PIB"              | 20.386941371070142434359600 | "Famille"          | 19.370194542066333946878400 | "Esperence de vie" | 10.989509840866837775151800 |
| "Turkmenistan"           | "Famille"          | 25.646670465311067702723100 | "PIB"              | 19.422479522088261769017400 | "Esperence de vie" | 7.518482968223660514853900  |
| "Canada"                 | "Famille"          | 20.24807264193071191196900  | "PIB"              | 20.2187591492640513831600   | "Esperence de vie" | 11.407294344096023628314500 |
| "Benin"                  | "Famille"          | 11.903194854539895860627800 | "PIB"              | 11.78795187556598005532600  | "Esperence de vie" | 5.740503352007388213788200  |
| "Kazakhstan"             | "Famille"          | 23.790497869966025315945200 | "PIB"              | 22.07520744138050706984400  | "Esperence de vie" | 10.414874976307693309955700 |
| "Malta"                  | "Famille"          | 22.803917209613517171284800 | "PIB"              | 20.580356193780094810344700 | "Esperence de vie" | 12.592986716720799731592400 |
| "SaudiArabia"            | "PIB"              | 24.127105742700932731707200 | "Famille"          | 20.281803701230587746952300 | "Esperence de vie" | 9.302464415349821239283900  |
| "Portugal"               | "Famille"          | 26.314590436363251503191900 | "PIB"              | 25.316174233262867141030600 | "Esperence de vie" | 15.319413192004733526518200 |
| "Togo"                   | "Famille"          | 12.357154351715654532859200 | "PIB"              | 8.739477179077684890602200  | "Esperence de vie" | 7.070259706399291971177300  |
| "Russia"                 | "Famille"          | 24.639987135072156001539600 | "PIB"              | 21.495524663629074039249900 | "Esperence de vie" | 9.179093580754495387477800  |
| "Morocco"                | "PIB"              | 16.773917071871982139303800 | "Famille"          | 14.801612520222327665716900 | "Esperence de vie" | 11.417586509962901179409500 |
| "Jordan"                 | "Famille"          | 23.221306238926421994109500 | "PIB"              | 18.572196416876152098798400 | "Esperence de vie" | 11.330398467329556351560900 |
| "Georgia"                | "PIB"              | 22.179484697653963503206300 | "Esperence de vie" | 15.155086676784161174968600 | "Famille"          | 13.31346159430278220475200  |
| "Vietnam"                | "Famille"          | 25.177204589553003272454800 | "PIB"              | 15.540945878041523491179400 | "Esperence de vie" | 12.853153417049571598012500 |
| "UnitedStates"           | "PIB"              | 22.111529776513173333744700 | "Famille"          | 20.304884277152162116583200 | "Esperence de vie" | 11.07230980109350777353700  |
| "Zimbabwe"               | "Famille"          | 27.950862146193032258064500 | "PIB"              | 9.699265418514116129032200  | "Esperence de vie" | 5.077774293961058064516100  |
| "Bahrain"                | "PIB"              | 24.452312914853081969950400 | "Famille"          | 21.736659839860469396821600 | "Esperence de vie" | 10.729966258698144511296500 |
| "Tunisia"                | "PIB"              | 20.962868723897393111980300 | "Famille"          | 18.071831228418915254419600 | "Esperence de vie" | 12.761957771379163899411400 |
| "Yemen"                  | "Famille"          | 26.033461281764280295914600 | "PIB"              | 16.467672085729269303849200 | "Esperence de vie" | 8.630139751909287055484100  |
| "Romania"                | "PIB"              | 20.904445514087809185779600 | "Famille"          | 19.744057135326004040928100 | "Esperence de vie" | 11.762374845590698616525900 |
| "Ireland"                | "Famille"          | 22.333826322476460637052500 | "PIB"              | 22.010987347447371211234700 | "Esperence de vie" | 11.606458317243982721068500 |
| "Finland"                | "Famille"          | 20.621860401689855307230700 | "PIB"              | 19.327513076791669041910600 | "Esperence de vie" | 10.83354778982238154817200  |
| "Italy"                  | "Famille"          | 24.227418295467178849015200 | "PIB"              | 23.391458187003421432185500 | "Esperence de vie" | 14.30490133252953875006500  |
| "Chile"                  | "Famille"          | 19.302840700761324618445100 | "PIB"              | 18.833202332143786356807300 | "Esperence de vie" | 12.319298106020272329154700 |
| "CentralAfricanRepublic" | "Esperence de vie" | 0.697091918128318883695100  | "PIB"              | 0.0                         | "Famille"          | 0.0                         |
| "Congo(Brazzaville)"     | "Famille"          | 19.390454077669013911934100 | "PIB"              | 18.852581527099098481659400 | "Esperence de vie" | 6.757339580852233765105300  |
| "Nepal"                  | "Famille"          | 23.76628953414480247926200  | "Esperence de vie" | 10.159830543102346483512100 | "PIB"              | 9.669895247657418307751900  |
| "Indonesia"              | "Famille"          | 24.219777251261193275967500 | "PIB"              | 18.91939521970303352004700  | "Esperence de vie" | 9.356626998805817393774100  |
| "Lesotho"                | "Famille"          | 31.25249891841360288767600  | "PIB"              | 13.682280328401533943144100 | "Esperence de vie" | 0.0                         |
| "Algeria"                | "Famille"          | 19.520051480870933466582200 | "PIB"              | 18.594421427722927136981100 | "Esperence de vie" | 10.517449299714474404887900 |
| "Senegal"                | "Famille"          | 26.013052931344621665312100 | "PIB"              | 10.569107796114301607856900 | "Esperence de vie" | 9.026744572152460382292500  |
| "Colombia"               | "Famille"          | 22.057306346314964602630600 | "PIB"              | 16.841628852361588248517700 | "Esperence de vie" | 9.360200336118815937442200  |
| "Sweden"                 | "PIB"              | 20.516025335738452478246900 | "Famille"          | 20.293275476567092198399400 | "Esperence de vie" | 11.406852930365345267927300 |
| "DominicanRepublic"      | "Famille"          | 26.814850878980537267356300 | "PIB"              | 20.638122993899037754702900 | "Esperence de vie" | 10.991849777149285505552700 |
| "Mozambique"             | "Famille"          | 19.136285241670508463716300 | "PIB"              | 5.149574509313632287141900  | "Esperence de vie" | 2.344053426928944567513700  |
| "Panama"                 | "Famille"          | 21.283207047611636874350900 | "PIB"              | 19.121953022081042628951900 | "Esperence de vie" | 10.944763161152408142426600 |
| "UnitedArabEmirates"     | "PIB"              | 24.46364962910993743529400  | "Famille"          | 19.049492729308958526612300 | "Esperence de vie" | 10.932585171884456390215700 |
| "BurkinaFaso"            | "Famille"          | 25.874999719125037069617800 | "PIB"              | 8.686203074204125388969100  | "Esperence de vie" | 5.35328013875111259772100   |
| "Cameroon"               | "Famille"          | 20.149482095958721431828200 | "PIB"              | 12.019283161941100279111200 | "Esperence de vie" | 2.830502918964401030147500  |
| "Uzbekistan"             | "Famille"          | 25.941535741423486146673400 | "PIB"              | 13.171010921095866780372500 | "Esperence de vie" | 8.344877095246446636363300  |
| "Moldova"                | "Famille"          | 21.442713420777423792483400 | "PIB"              | 12.484937523957222006197900 | "Esperence de vie" | 10.097040407743961874876400 |
| "Singapore"              | "PIB"              | 25.74981227983381811763100  | "Famille"          | 20.599731557804144884318700 | "Esperence de vie" | 14.447540947447572700124900 |
| "Myanmar"                | "Famille"          | 24.713661651885617956902300 | "Esperence de vie" | 8.746371001754589243275100  | "PIB"              | 8.077239697275022749853500  |
| "Mali"                   | "Famille"          | 30.584090231700784787726600 | "PIB"              | 11.364689435052683238459500 | "Esperence de vie" | 4.042140141869852433828500  |
| "Paraguay"               | "Famille"          | 27.440103246138622606536400 | "PIB"              | 16.976830731751012196855900 | "Esperence de vie" | 10.545251958912657877976700 |
| "Guatemala"              | "Famille"          | 19.454372395044250755403600 | "PIB"              | 13.511031089058696977910100 | "Esperence de vie" | 8.370622715786367287559600  |
| "Albania"                | "PIB"              | 21.45117876526285425178200  | "Famille"          | 17.30588369198456695907800  | "Esperence de vie" | 15.744180409960848326642800 |
| "SierraLeone"            | "Famille"          | 20.899044847298187923746900 | "PIB"              | 7.823761309439978796858100  | "Esperence de vie" | 0.11817272811123588489400   |
| "Cyprus"                 | "PIB"              | 24.122720549069387278872600 | "Famille"          | 20.127438361308877452477600 | "Esperence de vie" | 15.027837204514300836174600 |
| "Cambodia"               | "Famille"          | 24.141993472090460133376600 | "PIB"              | 14.437741464581015564365800 | "Esperence de vie" | 10.311501464947106721899700 |
| "Azerbaijan"             | "PIB"              | 22.040537260804792068364300 | "Famille"          | 22.017581388009752715285500 | "Esperence de vie" | 10.331978498781130553029100 |
| "Zambia"                 | "Famille"          | 22.223910330950802586449900 | "PIB"              | 14.098511030002099352667900 | "Esperence de vie" | 5.711916223069366544447100  |
| "Greece"                 | "PIB"              | 24.669742161288298766184400 | "Famille"          | 23.711775715223791870727200 | "Esperence de vie" | 15.500265284559650319972600 |
| "Egypt"                  | "Famille"          | 21.065921098810049428729700 | "PIB"              | 20.901832726335278699679200 | "Esperence de vie" | 10.986003042291487943036400 |
| "Switzerland"            | "PIB"              | 20.8831006403196927736700   | "Famille"          | 20.241683394250845854554800 | "Esperence de vie" | 11.450911319550448624264800 |
| "Denmark"                | "Famille"          | 20.621133027744254238804100 | "PIB"              | 19.707299190346757065271900 | "Esperence de vie" | 10.536633101057456806699600 |
| "SriLanka"               | "Famille"          | 28.377846188873780915179100 | "PIB"              | 22.744372328194944362480700 | "Esperence de vie" | 14.079523066191759813490300 |
| "Nigeria"                | "Famille"          | 23.960790527235936044227900 | "PIB"              | 15.446517035275728980507100 | "Esperence de vie" | 1.121713274821635549125500  |
| "Qatar"                  | "PIB"              | 29.345344094669176470588200 | "Famille"          | 19.988970663033254901960700 | "Esperence de vie" | 11.138793533923576470588200 |
| "Australia"              | "Famille"          | 20.73094410681572464484100  | "PIB"              | 20.379117949443083927714700 | "Esperence de vie" | 11.585486023348919421950800 |
| "Ecuador"                | "Famille"          | 21.407603790855414173450500 | "PIB"              | 16.658129418908709034177600 | "Esperence de vie" | 11.412054495948275111504600 |
| "Rwanda"                 | "Famille"          | 27.245953186295034643803100 | "PIB"              | 10.623621374256801653615400 | "Esperence de vie" | 9.404344898752461668184800  |
| "Bolivia"                | "Famille"          | 21.082243887755039779514500 | "PIB"              | 14.318333721485169537726600 | "Esperence de vie" | 8.133784187251007119311500  |
| "Ghana"                  | "Famille"          | 21.205455364452917700710400 | "PIB"              | 16.194777741796374749198900 | "Esperence de vie" | 7.175673179506271913112300  |
| "Iran"                   | "PIB"              | 24.656290038137800856294900 | "Famille"          | 15.165201669499205176169600 | "Esperence de vie" | 13.626027290899238595483500 |
| "SouthKorea"             | "PIB"              | 24.009566392633718037242400 | "Famille"          | 19.326387040352999962814300 | "Esperence de vie" | 15.41990585283732334407500  |
| "ElSalvador"             | "Famille"          | 19.692239453124944565437900 | "PIB"              | 15.155497730873026016351600 | "Esperence de vie" | 9.928678566863989466157700  |
| "Nicaragua"              | "Famille"          | 21.202696238790878816295800 | "PIB"              | 12.14460866129796490792600  | "Esperence de vie" | 10.757633832110272240362500 |
| "India"                  | "PIB"              | 18.359704232777862882156100 | "Famille"          | 17.48256284442920325906200  | "Esperence de vie" | 10.554521687028856080702800 |
| "Somalia"                | "Famille"          | 14.000220320798201758476600 | "Esperence de vie" | 2.212951593993198521723300  | "PIB"              | 0.439588122475683930676400  |
| "Chad"                   | "Famille"          | 24.234142423962149453194600 | "PIB"              | 11.128378436905785418505200 | "Esperence de vie" | 1.045089277033840130021300  |
| "China"                  | "Famille"          | 22.01474424327389325092500  | "PIB"              | 20.503808819489293302154500 | "Esperence de vie" | 14.060601818618837599426900 |
| "Burundi"                | "Famille"          | 21.679641671234641835320900 | "Esperence de vie" | 5.218960178187728419549700  | "PIB"              | 3.153961086722565267532700  |
| "Iraq"                   | "PIB"              | 24.521023618866142278657900 | "Famille"          | 21.761466544048386830444300 | "Esperence de vie" | 11.14477308776593884441900  |
| "CzechRepublic"          | "Famille"          | 21.69594752641361459004200  | "PIB"              | 20.467276591084126107281400 | "Esperence de vie" | 11.415402929189875078754100 |
| "Lebanon"                | "Famille"          | 21.619603218545836664582700 | "PIB"              | 20.573924408213070971397400 | "Esperence de vie" | 14.068537608398311114123100 |
| "Pakistan"               | "PIB"              | 13.795473965632611179574200 | "Famille"          | 12.766951655825838667178300 | "Esperence de vie" | 7.63043801596649432993300   |
| "Liberia"                | "Famille"          | 24.684911930214667486912100 | "Esperence de vie" | 6.507732728385828191514100  | "PIB"              | 3.369425228005904087261800  |
| "Bangladesh"             | "Famille"          | 15.953380473434746551938600 | "PIB"              | 12.731835949384074770175600 | "Esperence de vie" | 11.572071538822288946515700 |
| "Norway"                 | "PIB"              | 21.44703656500110123959100  | "Famille"          | 20.34660372947761051573400  | "Esperence de vie" | 10.570074087852046945994200 |
| "TaiwanProvinceofChina"  | "PIB"              | 22.323677170399913928804600 | "Famille"          | 21.559722332566744330527200 | "Esperence de vie" | 12.363504248246380509019900 |
| "Kuwait"                 | "PIB"              | 26.747787823164510472194900 | "Famille"          | 20.633886071301520124142600 | "Esperence de vie" | 10.353901820596274719717400 |
| "Gabon"                  | "PIB"              | 26.83561474720048574956200  | "Famille"          | 25.881750903267243038041900 | "Esperence de vie" | 7.986082335944534600661200  |
| "Iceland"                | "Famille"          | 21.462872693441656110544700 | "PIB"              | 19.731249780374658414166600 | "Esperence de vie" | 11.108103696066133895747500 |
| "Thailand"               | "Famille"          | 22.194777445304802605420300 | "PIB"              | 17.557110975390348031033700 | "Esperence de vie" | 10.075327691947747712225700 |
| "Venezuela"              | "Famille"          | 27.263573237827809523809500 | "PIB"              | 21.49392763773600           | "Esperence de vie" | 11.755128133864628571428500 |
| "Kosovo"                 | "Famille"          | 21.554338798278107462764600 | "PIB"              | 18.023951832128736200386300 | "Esperence de vie" | 10.256716616090965089067200 |
| "Serbia"                 | "Famille"          | 23.321405038918180870390200 | "PIB"              | 19.820529806299847461568500 | "Esperence de vie" | 12.062737230906301750939500 |
| "Macedonia"              | "Famille"          | 23.340926945601462175937600 | "PIB"              | 20.571553582396832363099800 | "Esperence de vie" | 12.462766390712347295608700 |
| "TrinidadandTobago"      | "Famille"          | 22.377244972916658441059500 | "PIB"              | 22.071268675928169837114600 | "Esperence de vie" | 8.430338407484558579495300  |
| "Croatia"                | "PIB"              | 23.097604048782495003399500 | "Famille"          | 18.287983505921410662220500 | "Esperence de vie" | 13.24935749055919644464400  |
| "Turkey"                 | "Famille"          | 24.322785030711818181818100 | "PIB"              | 21.786806800148727272727200 | "Esperence de vie" | 11.59282922744750909090900  |
| "Angola"                 | "Famille"          | 29.101763832549271475013800 | "PIB"              | 22.619977943611813904868800 | "Esperence de vie" | 1.314062309170902737083100  |
| "NorthCyprus"            | "PIB"              | 23.182638974437395203310800 | "Famille"          | 20.418302733819909612466900 | "Esperence de vie" | 14.36570131625933520464100  |
| "Armenia"                | "Famille"          | 23.022937327839860676151100 | "PIB"              | 20.580364551602533689839500 | "Esperence de vie" | 14.568657142200238385241400 |
| "Hungary"                | "Famille"          | 25.227894848985226645671300 | "PIB"              | 24.154995545549206299053200 | "Esperence de vie" | 12.918171822058061247934900 |
| "Malawi"                 | "Famille"          | 12.911053595715487930542200 | "Esperence de vie" | 7.936765267662095777374200  | "PIB"              | 5.880152055801712153284600  |
| "Peru"                   | "Famille"          | 21.325815437408542410569200 | "PIB"              | 18.11417750723724848385100  | "Esperence de vie" | 11.026528373604024750066500 |
| "Jamaica"                | "Famille"          | 25.761967571481213152046200 | "PIB"              | 17.427590511523919288910500 | "Esperence de vie" | 12.069711915290893465782900 |
| "Honduras"               | "Famille"          | 22.079616431875868089462200 | "PIB"              | 14.101005306320246228081700 | "Esperence de vie" | 11.2443438289350335610700   |
| "Spain"                  | "Famille"          | 23.927704693692227010380300 | "PIB"              | 21.621082160466375427705700 | "Esperence de vie" | 13.883501746789405296911400 |
| "Estonia"                | "Famille"          | 26.317431538048361305680300 | "PIB"              | 23.540889784416151392941400 | "Esperence de vie" | 12.389383511003527910272300 |
| "Israel"                 | "Famille"          | 19.080687618634988946975300 | "PIB"              | 19.068105609153380993543400 | "Esperence de vie" | 11.623513387568787655970600 |
| "Slovenia"               | "Famille"          | 25.226100151870675391663400 | "PIB"              | 23.292913833669032013035300 | "Esperence de vie" | 13.734425879521522657290500 |
| "Belize"                 | "Famille"          | 18.15678015460696838978700  | "PIB"              | 15.244716902748818715389700 | "Esperence de vie" | 7.558626213378867324042100  |
| "Austria"                | "PIB"              | 21.226052732363314279470700 | "Famille"          | 20.838494928789887596552200 | "Esperence de vie" | 11.637573712891902977298700 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
